Fiscal Quarter,Week Start,Month,Team,Sales Manager,Rep ID,Rep Name,Vendor,Product Codes,Units,Revenue
FY26'Q2,8/25/2025 0:00,25-Aug,Consumer,SM 7,123565,BD,V 2,5MS1Q52208 ,1,$134 
FY26'Q2,8/25/2025 0:00,25-Aug,Consumer,SM 7,123923,BF,V 2,5MS1Q52207 ,1,$208 
FY26'Q2,8/25/2025 0:00,25-Aug,Consumer,SM 7,123923,BF,V 2,5MS1Q52208 ,2,$270 
FY26'Q2,8/25/2025 0:00,25-Aug,Consumer,SM 7,123919,BF,V 2,5MS1Q52207 ,1,$219 
FY26'Q2,8/25/2025 0:00,25-Aug,Consumer,SM 7,123919,BF,V 2,5MS1Q52208 ,1,$122 
FY26'Q2,8/25/2025 0:00,25-Aug,Consumer,SM 7,123699,BF,V 2,5MS1H14180 ,1,$87 
FY26'Q2,8/25/2025 0:00,25-Aug,Consumer,SM 7,123918,BF,V 3,4L41R48670 ,1,$132 
FY26'Q2,8/25/2025 0:00,25-Aug,Consumer,SM 7,123918,BF,V 4,5WS1C40284 ,1,$26 
FY26'Q2,8/25/2025 0:00,25-Aug,Consumer,SM 7,123918,BF,V 13,4L41T87584 ,1,$40 
FY26'Q2,8/25/2025 0:00,25-Aug,Consumer,SM 7,123918,BF,V 2,5MS1H14180 ,1,$86 
FY26'Q2,8/25/2025 0:00,25-Aug,Consumer,SM 7,123918,BF,V 2,5MS1Q52208 ,3,$394 
FY26'Q2,8/25/2025 0:00,25-Aug,Consumer,SM 7,123667,BF,V 3,4L41R48670 ,1,$122 
FY26'Q2,8/25/2025 0:00,25-Aug,Consumer,SM 7,123667,BF,V 2,5MS1Q52208 ,2,$256 
FY26'Q2,8/25/2025 0:00,25-Aug,Consumer,SM 7,123835,BF,V 3,4L41R48670 ,1,$128 
FY26'Q2,8/25/2025 0:00,25-Aug,Consumer,SM 7,123835,BF,V 2,5MS1Q52208 ,4,$515 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123600,AR,V 3,4L41R48670 ,1,$127 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123600,AR,V 4,5WS1C40283 ,1,$61 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123600,AR,V 2,5MS1H14180 ,3,$218 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123600,AR,V 8,4L41M65130 ,1,$74 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123483,AR,V 7,4L41F30091 ,1,$121 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123483,AR,V 2,5MS1Q52208 ,2,$273 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123552,AR,V 2,5MS1Q52208 ,2,$290 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123647,AR,V 7,4L41F30091 ,1,$120 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123647,AR,V 4,5WS1C40284 ,1,$26 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123647,AR,V 2,5MS1H14180 ,1,$78 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123647,AR,V 2,5MS1Q52208 ,3,$403 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123520,AR,V 4,5WS0X58672 ,1,$52 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123520,AR,V 4,5WS1C40285 ,1,$49 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123520,AR,V 2,5MS1Q52208 ,1,$135 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123632,AR,V 2,5MS1Q52207 ,1,$229 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123491,AR,V 3,4L41R48670 ,1,$126 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123491,AR,V 4,5WS1C40283 ,2,$117 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123491,AR,V 4,5WS1G38112 ,1,$61 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123491,AR,V 2,5MS1Q52207 ,1,$237 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123809,AR,V 2,5MS1Q52208 ,3,$422 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123613,AR,V 2,5MS1Q52208 ,1,$146 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123475,AR,V 3,4L41R48670 ,2,$238 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123475,AR,V 4,5WS0X58669 ,2,$125 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123475,AR,V 4,5WS1C40282 ,1,$44 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123475,AR,V 4,5WS1C40283 ,2,$115 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123475,AR,V 2,5MS1Q52207 ,2,$428 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123475,AR,V 2,5MS1Q52208 ,2,$270 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123879,AR,V 4,5WS1C40285 ,1,$51 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123879,AR,V 13,4L41T87584 ,1,$38 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123879,AR,V 2,5MS1Q52208 ,4,$539 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123614,AR,V 2,5MS1Q52208 ,1,$146 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123512,AR,V 13,4L41T87584 ,1,$35 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123512,AR,V 2,5MS1Q52207 ,1,$225 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123512,AR,V 2,5MS1Q52208 ,2,$266 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123474,AR,V 2,5MS1Q52208 ,1,$135 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123544,AR,V 4,5WS1C40285 ,1,$53 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123544,AR,V 2,5MS1Q52207 ,1,$245 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123544,AR,V 2,5MS1Q52208 ,2,$278 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123544,AR,V 2,SAASPCMS01 ,1,$13 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123773,AT,V 2,5MS1Q52207 ,1,$239 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123773,AT,V 2,5MS1Q52208 ,2,$269 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123574,AT,V 4,5WS0X58672 ,1,$52 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123574,AT,V 2,5MS1Q52208 ,1,$137 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123529,AT,V 4,5WS0X58672 ,1,$53 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123529,AT,V 4,5WS1C40282 ,1,$44 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123529,AT,V 4,5WS1C40283 ,1,$61 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123529,AT,V 2,5MS1Q52208 ,4,$544 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123653,AT,V 4,5WS0X58672 ,1,$46 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123653,AT,V 13,4L41T87584 ,1,$39 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123606,AT,V 3,4L41R48670 ,1,$129 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123606,AT,V 2,5MS1Q52208 ,2,$291 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123505,AT,V 4,5WS0X58670 ,1,$44 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123505,AT,V 4,5WS0X58672 ,1,$52 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123597,AT,V 3,4L41R48670 ,1,$128 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123597,AT,V 2,5MS1Q52208 ,4,$582 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123868,AT,V 4,5WS0X58669 ,1,$61 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123868,AT,V 13,4L41T87584 ,1,$39 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123646,AT,V 3,4L41R48670 ,2,$257 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123646,AT,V 2,5MS1H14180 ,1,$78 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123646,AT,V 2,5MS1Q52207 ,1,$220 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123646,AT,V 2,5MS1Q52208 ,2,$265 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123641,AT,V 7,4L41F30091 ,1,$123 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123641,AT,V 4,5WS1G38109 ,1,$44 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123641,AT,V 2,5MS1Q52208 ,6,$857 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123506,BD,V 10,4L41M65133 ,1,$33 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123506,BD,V 5,4L41R70959 ,1,$102 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123506,BD,V 4,5WS1C40285 ,1,$54 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123506,BD,V 4,5WS1G38108 ,1,$96 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123506,BD,V 2,5MS1Q52208 ,1,$139 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123506,BD,V 8,4L41M65130 ,1,$75 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123542,BD,V 3,4L41R48670 ,1,$120 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123542,BD,V 4,5WS1G38113 ,1,$97 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123542,BD,V 13,4L41T87584 ,1,$38 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123542,BD,V 2,5MS1Q52208 ,1,$146 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123603,BD,V 4,5WS0X58671 ,1,$26 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123603,BD,V 2,5MS1H14180 ,1,$78 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123603,BD,V 2,5MS1Q52207 ,1,$217 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123603,BD,V 2,5MS1Q52208 ,2,$291 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123603,BD,V 8,4L41T85485 ,1,$313 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123580,BD,V 4,5WS0X58669 ,1,$61 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123580,BD,V 4,5WS1G38108 ,1,$96 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123580,BD,V 2,5MS1Q52208 ,1,$132 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123694,BD,V 11,4L41R65072 ,1,$101 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123694,BD,V 4,5WS1G38111 ,1,$77 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123694,BD,V 2,5MS1H14180 ,1,$69 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123694,BD,V 2,5MS1Q52208 ,4,$561 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123693,BD,V 4,5WS1C40285 ,1,$53 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123693,BD,V 2,5MS1Q52208 ,2,$292 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123565,BD,V 3,4L41R48670 ,1,$129 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123565,BD,V 2,5MS1Q52208 ,2,$291 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123923,BF,V 2,5MS1Q52208 ,3,$409 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123919,BF,V 4,5WS1G38115 ,1,$79 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123919,BF,V 2,5MS1Q52208 ,1,$118 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123919,BF,V 2,SAASPCMS01 ,1,$23 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123699,BF,V 3,4L41R48670 ,1,$129 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123699,BF,V 13,4L41T87583 ,1,$98 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123699,BF,V 2,5MS1Q52208 ,2,$292 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123918,BF,V 2,5MS1Q52208 ,1,$132 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123667,BF,V 13,4L41T87583 ,1,$97 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123667,BF,V 13,4L41T87584 ,1,$39 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123667,BF,V 2,5MS1H14180 ,1,$77 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123667,BF,V 2,5MS1Q52207 ,1,$250 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123667,BF,V 2,5MS1Q52208 ,2,$290 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123835,BF,V 10,4L41M65128 ,1,$31 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123835,BF,V 13,4L41T87584 ,1,$39 
FY26'Q2,09-01-2025 00:00,25-Sep,Consumer,SM 7,123835,BF,V 2,5MS1Q52207 ,1,$215 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123600,AR,V 7,4L41F30091 ,1,$121 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123600,AR,V 2,5MS1Q52207 ,1,$220 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123600,AR,V 2,5MS1Q52208 ,2,$287 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123600,AR,V 8,4L41T85490 ,1,$89 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123483,AR,V 3,4L41R48670 ,1,$126 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123483,AR,V 4,5WS1C40285 ,1,$52 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123483,AR,V 13,4L41T87584 ,1,$37 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123483,AR,V 2,5MS1Q52207 ,1,$239 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123483,AR,V 2,5MS1Q52208 ,1,$146 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123552,AR,V 2,5MS1Q52208 ,2,$291 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123647,AR,V 2,5MS1Q52207 ,1,$241 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123647,AR,V 2,5MS1Q52208 ,2,$263 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123520,AR,V 2,5MS1H14179 ,1,$100 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123520,AR,V 2,5MS1H14180 ,1,$78 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123520,AR,V 2,5MS1Q52207 ,2,$481 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123520,AR,V 8,4L41T85491 ,1,$131 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123491,AR,V 3,4L41R48670 ,1,$120 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123491,AR,V 4,5WS0X58672 ,1,$58 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123491,AR,V 13,4L41T87584 ,1,$36 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123491,AR,V 2,5MS1H14180 ,1,$63 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123491,AR,V 2,5MS1Q52207 ,1,$243 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123491,AR,V 2,5MS1Q52208 ,6,$848 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123809,AR,V 3,4L41R48670 ,1,$122 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123809,AR,V 4,5WS0X58670 ,1,$49 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123809,AR,V 4,5WS1G38108 ,1,$105 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123809,AR,V 4,5WS1G38114 ,1,$68 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123809,AR,V 2,5MS1Q52207 ,2,$481 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123809,AR,V 2,5MS1Q52208 ,4,$576 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123613,AR,V 2,5MS1Q52208 ,1,$144 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123475,AR,V 2,5MS1H14180 ,1,$72 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123879,AR,V 3,4L41R48670 ,1,$123 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123879,AR,V 4,5WS1C40283 ,1,$69 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123879,AR,V 4,5WS1G38113 ,1,$108 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123879,AR,V 2,5MS1H14180 ,1,$78 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123879,AR,V 2,5MS1Q52208 ,1,$150 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123614,AR,V 3,4L41R48670 ,3,$387 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123614,AR,V 5,4L41R70959 ,1,$103 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123614,AR,V 11,4L41J60954 ,1,$74 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123614,AR,V 4,5WS0X58669 ,2,$127 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123614,AR,V 4,5WS1C40283 ,1,$69 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123614,AR,V 4,5WS1G38108 ,1,$94 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123614,AR,V 4,5WS1G38113 ,1,$108 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123614,AR,V 2,5MS1H14180 ,1,$72 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123614,AR,V 2,5MS1Q52207 ,2,$486 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123614,AR,V 2,5MS1Q52208 ,3,$440 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123614,AR,V 8,4L41M65130 ,1,$75 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123904,AR,V 2,5MS1Q52208 ,2,$291 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123512,AR,V 2,5MS1Q52208 ,1,$144 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123474,AR,V 2,5MS1Q52208 ,2,$291 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123544,AR,V 3,4L41R48670 ,1,$128 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123544,AR,V 4,5WS0X58669 ,1,$64 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123544,AR,V 4,5WS1C40284 ,1,$28 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123544,AR,V 13,4L41T87583 ,1,$93 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123773,AT,V 4,5WS1C40285 ,1,$58 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123773,AT,V 2,5MS1Q52208 ,1,$146 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123574,AT,V 4,5WS1C40285 ,1,$58 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123574,AT,V 2,5MS1Q52208 ,2,$291 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123653,AT,V 2,5MS1Q52208 ,1,$146 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123606,AT,V 3,4L41R48670 ,1,$132 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123606,AT,V 2,5MS1Q52207 ,2,$479 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123505,AT,V 2,5MS1H14180 ,1,$78 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123597,AT,V 4,5WS1G38110 ,1,$48 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123597,AT,V 2,5MS1H14180 ,2,$152 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123868,AT,V 7,4L41F30091 ,1,$123 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123868,AT,V 4,5WS0X58671 ,1,$29 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123868,AT,V 13,4L41T87583 ,1,$97 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123868,AT,V 2,5MS1Q52208 ,1,$146 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123646,AT,V 3,4L41R48670 ,1,$125 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123646,AT,V 4,5WS1C40283 ,1,$62 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123646,AT,V 2,5MS1Q52208 ,4,$582 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123641,AT,V 3,4L41R48670 ,1,$128 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123641,AT,V 2,5MS1Q52208 ,4,$570 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123506,BD,V 4,5WS0X58671 ,1,$30 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123506,BD,V 4,5WS0X58672 ,1,$59 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123506,BD,V 2,5MS1Q52208 ,1,$146 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123542,BD,V 4,5WS0X58671 ,1,$29 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123542,BD,V 2,5MS1Q52207 ,1,$248 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123542,BD,V 2,5MS1Q52208 ,1,$139 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123603,BD,V 4,5WS1C40283 ,1,$69 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123603,BD,V 4,5WS1C40284 ,1,$29 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123603,BD,V 13,4L41T87584 ,1,$37 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123603,BD,V 2,5MS1H14180 ,1,$78 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123603,BD,V 2,5MS1Q52207 ,1,$237 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123603,BD,V 8,4L41M65130 ,1,$75 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123580,BD,V 4,5WS1C40285 ,1,$58 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123694,BD,V 4,5WS1C40283 ,2,$137 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123694,BD,V 2,5MS1Q52208 ,3,$433 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123694,BD,V 8,4L41T85487 ,1,$151 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123478,BD,V 4,5WS1C40282 ,2,$96 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123478,BD,V 4,5WS1C40283 ,1,$68 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123478,BD,V 4,5WS1G38113 ,1,$107 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123478,BD,V 2,5MS1H14180 ,1,$77 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123565,BD,V 4,5WS0X58672 ,3,$175 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123565,BD,V 4,5WS1C40285 ,1,$54 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123565,BD,V 2,5MS1Q52208 ,1,$145 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123565,BD,V 8,4L41T85490 ,1,$100 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123919,BF,V 13,4L41T87583 ,1,$96 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123919,BF,V 2,5MS1Q52208 ,1,$134 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123699,BF,V 2,5MS1H14180 ,1,$77 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123699,BF,V 2,5MS1Q52208 ,1,$144 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123918,BF,V 3,4L41R48670 ,1,$126 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123918,BF,V 4,5WS1C40285 ,2,$110 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123918,BF,V 2,5MS1Q52208 ,1,$144 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123667,BF,V 2,5MS1Q52208 ,1,$145 
FY26'Q2,09-08-2025 00:00,25-Sep,Consumer,SM 7,123835,BF,V 2,5MS1Q52208 ,1,$145 
FY26'Q2,9/15/2025 0:00,25-Sep,Consumer,SM 7,123600,AR,V 2,5MS1Q52207 ,1,$226 
FY26'Q2,9/15/2025 0:00,25-Sep,Consumer,SM 7,123552,AR,V 3,4L41R48670 ,2,$260 
